bf6c574788f1a3f2253e4d37584306199b41637c	2026-09-10T17:39:01+08:00	docs: reserve human-AI epistemic workflow research note
59c7996c476e827d5f2b19419643e70859c35ea2	2026-09-10T17:39:13+08:00	docs: add source index placeholder
f8d086e1515b5bb44a610d444115f7b1e254bd70	2026-09-10T17:39:22+08:00	docs: mark epistemic workflow branch as documentation only
fdd0cde497285565449d445a96b2ff91467d76b1	2026-09-10T17:39:30+08:00	docs: add implementation handoff boundary
ff6527030f8e3a6d48b94adf3a80eb3727a91b13	2026-09-10T17:39:36+08:00	x
7cf0ae1e5cf449f7d2b43a4ab2b4ad8574c1d53e	2026-09-10T17:39:44+08:00	stop
3df154f065ca042edc13fbcfe9bb467a7f7356b4	2026-09-10T17:39:53+08:00	ignore
0b71373d66a1644c70581a9ee659f8455636df18	2026-09-10T17:40:21+08:00	placeholder
70f8e068b0949ba5f2bb3269d7734b3beb6ec0f3	2026-09-10T17:41:29+08:00	placeholder
14db0283e7f4ad4c156a1118de765ab474eb2107	2026-09-10T17:41:56+08:00	x
1173b85adcdc410e17f4bd2bcea0efea159bd1e3	2026-09-10T17:42:17+08:00	x
d28535ae2107d5e3edb54016248ddb9257ae54dd	2026-09-10T17:42:30+08:00	x
73c461ce1df8004e5797defaa5e33c685f26615c	2026-09-10T17:42:43+08:00	x
789638ab3323c1862c12fa10b636dd7f5d6119d4	2026-09-10T17:42:51+08:00	x
2bf430144d82b92c497ee947f044f35c46971c43	2026-09-10T17:43:00+08:00	x
6b643be4bfd10885111ca567d6406bd115aa7207	2026-09-10T17:43:08+08:00	x
caf861561e38dee7c3e38dc2aa6f7648f0bde12e	2026-09-10T17:43:16+08:00	x
45ceb7d8d3c1f997bf8208d30756c0f3ff8bce62	2026-09-10T17:43:46+08:00	docs: remove temporary placeholder
f482eeea35e3c87a94cb637787e0735b762e0a54	2026-09-10T17:43:52+08:00	docs: remove temporary placeholder
0e48f8d36af966368c178e23911c2b195cbe97f3	2026-09-10T17:43:58+08:00	docs: remove temporary placeholder
fa3ecaf905aa041d7be9605215dab1c7c06a72ec	2026-09-10T17:44:05+08:00	docs: remove temporary placeholder
3ae95537b796899fd2eae4a51cd91ab5fe4c467d	2026-09-10T17:44:13+08:00	docs: remove temporary placeholder
131a864ac024a1b7ea0976b1c5f99e6f507574f9	2026-09-10T17:44:24+08:00	docs: remove temporary placeholder
c0e3141b7a0be1c11ffa5947d2028692689fbf7c	2026-09-10T17:44:41+08:00	docs: remove temporary placeholder
01b28d22eabd2f1740d10208f4cc62047c43a4b3	2026-09-10T17:44:48+08:00	docs: remove temporary placeholder
af76f711a1e4a59e3e631ff60f4dee7d3d170283	2026-09-10T17:44:55+08:00	docs: remove temporary placeholder
250fa8b15cfc3a0e584c446a43e6808f1acc1991	2026-09-10T17:45:03+08:00	docs: remove temporary placeholder
5339245cb585569a13efe1e13ea680b6206ebc4e	2026-09-10T17:45:08+08:00	docs: remove temporary placeholder
e9949c9ec984c4f0f6c3055db4e67141b37ddbe3	2026-09-10T17:45:13+08:00	docs: remove temporary placeholder
15960faa6461dfee0fbe21300e38be255f9bd636	2026-09-10T17:45:20+08:00	docs: remove temporary placeholder
58ce7c3dae7ac3eefbe89cb659e00dc2f5846b21	2026-09-10T17:47:50+08:00	docs: add human-AI epistemic workflow research dossier
